# trace: 第一关-0-60秒-内存录屏.json
# startTime: 2026-05-02T13:34:03.731Z
# tsMin: 48886771547 tsMax: 48971073769 range_us: 84302222
time_s,event,documents,jsListeners,nodes,heap_used_mb,gc_heap_before_mb,gc_heap_after_mb,dur_ms,url_or_note
41.319,UpdateCounters,1,711,1232,41.08,,,,
41.319,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/29/290dbe13-3363-4eab-9a05-8c0eda8b10d9@6c48a.json
41.320,XHRLoad,,,,,,,0.661,http://localhost:7456/query-extname/945e379d-7ec4-44a5-86c4-fad785d2ba45@6c48a
41.320,UpdateCounters,1,715,1232,41.08,,,,
41.320,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/94/945e379d-7ec4-44a5-86c4-fad785d2ba45@6c48a.json
41.321,XHRLoad,,,,,,,0.535,http://localhost:7456/query-extname/7a87daeb-b53b-4c78-90b1-55baacbf0b6f@6c48a
41.321,UpdateCounters,1,719,1232,41.09,,,,
41.321,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/7a/7a87daeb-b53b-4c78-90b1-55baacbf0b6f@6c48a.json
41.322,XHRLoad,,,,,,,0.741,http://localhost:7456/query-extname/e06d64e7-8202-4855-9c75-e868fbf3e149@6c48a
41.322,UpdateCounters,1,723,1232,41.09,,,,
41.322,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/e0/e06d64e7-8202-4855-9c75-e868fbf3e149@6c48a.json
41.323,XHRLoad,,,,,,,0.217,http://localhost:7456/query-extname/766b781e-015b-43b8-8f24-7cc1c81309df@6c48a
41.323,UpdateCounters,1,727,1232,41.09,,,,
41.324,XHRLoad,,,,,,,0.137,http://localhost:7456/query-extname/901d3acf-13ac-4a7a-86d5-24b6dca10afb@6c48a
41.325,XHRLoad,,,,,,,0.109,http://localhost:7456/query-extname/d18efee5-40e4-4f22-b6a2-55fa060174bb@6c48a
41.330,XHRLoad,,,,,,,1.1,http://localhost:7456/assets/prefabs_sub/import/26/267e47bc-6f13-464f-b56d-3008da7de13c@f9941.json
41.331,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/267e47bc-6f13-464f-b56d-3008da7de13c@6c48a
41.331,UpdateCounters,1,728,1232,41.60,,,,
41.332,XHRLoad,,,,,,,1.383,http://localhost:7456/assets/prefabs_sub/import/97/9703c846-7069-4584-a8b2-0c4398d0d93e@f9941.json
41.333,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/9703c846-7069-4584-a8b2-0c4398d0d93e@6c48a
41.334,UpdateCounters,1,729,1232,41.61,,,,
41.334,XHRLoad,,,,,,,0.947,http://localhost:7456/assets/prefabs_sub/import/c0/c04474d4-f062-4224-94d7-2d60365e2788@f9941.json
41.335,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/c04474d4-f062-4224-94d7-2d60365e2788@6c48a
41.335,UpdateCounters,1,730,1232,41.62,,,,
41.336,XHRLoad,,,,,,,0.881,http://localhost:7456/assets/prefabs_sub/import/6e/6e8cdf3e-d72c-4be2-b036-6ce1ec74c9dd@f9941.json
41.336,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/6e8cdf3e-d72c-4be2-b036-6ce1ec74c9dd@6c48a
41.337,UpdateCounters,1,731,1232,41.63,,,,
41.337,XHRLoad,,,,,,,0.986,http://localhost:7456/assets/prefabs_sub/import/7c/7c0b7fe2-20f8-4c5d-9328-8f3f5c43c361@f9941.json
41.338,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7c0b7fe2-20f8-4c5d-9328-8f3f5c43c361@6c48a
41.338,UpdateCounters,1,732,1232,41.64,,,,
41.339,XHRLoad,,,,,,,0.923,http://localhost:7456/assets/prefabs_sub/import/c4/c41be820-adec-4b68-b20f-b85c694f9191@f9941.json
41.339,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/c41be820-adec-4b68-b20f-b85c694f9191@6c48a
41.339,UpdateCounters,1,733,1232,41.65,,,,
41.340,XHRLoad,,,,,,,1.293,http://localhost:7456/assets/prefabs_sub/import/76/760dc52b-b3d2-4d30-91a7-8f6a3cda02d3@f9941.json
41.341,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/760dc52b-b3d2-4d30-91a7-8f6a3cda02d3@6c48a
41.342,UpdateCounters,1,734,1232,41.66,,,,
41.342,XHRLoad,,,,,,,1.251,http://localhost:7456/assets/prefabs_sub/import/86/86d618dc-bd01-4127-b667-7b838e6d6191@f9941.json
41.343,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/86d618dc-bd01-4127-b667-7b838e6d6191@6c48a
41.344,UpdateCounters,1,735,1232,41.68,,,,
41.344,XHRLoad,,,,,,,0.923,http://localhost:7456/assets/prefabs_sub/import/34/3439d8d2-7192-40fb-9e65-3b7a9d074055@f9941.json
41.345,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/3439d8d2-7192-40fb-9e65-3b7a9d074055@6c48a
41.345,UpdateCounters,1,736,1232,41.69,,,,
41.345,XHRLoad,,,,,,,0.936,http://localhost:7456/assets/prefabs_sub/import/63/63da92be-8f61-4191-9777-fc7770f4929f@f9941.json
41.346,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/63da92be-8f61-4191-9777-fc7770f4929f@6c48a
41.346,UpdateCounters,1,737,1232,41.70,,,,
41.347,XHRLoad,,,,,,,0.639,http://localhost:7456/query-extname/e9dc06a6-8195-4a00-818a-9501be8e7f54@6c48a
41.347,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/e9/e9dc06a6-8195-4a00-818a-9501be8e7f54@6c48a.json
41.348,XHRLoad,,,,,,,0.888,http://localhost:7456/query-extname/8c5e2fe6-5b3f-45e1-b3b9-cb398ca4195f@6c48a
41.348,UpdateCounters,1,741,1232,41.70,,,,
41.348,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/8c/8c5e2fe6-5b3f-45e1-b3b9-cb398ca4195f@6c48a.json
41.349,XHRLoad,,,,,,,0.656,http://localhost:7456/query-extname/d1161c36-4f4b-4710-84c1-a408fdfc4b30@6c48a
41.349,UpdateCounters,1,745,1232,41.70,,,,
41.350,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/d1/d1161c36-4f4b-4710-84c1-a408fdfc4b30@6c48a.json
41.350,XHRLoad,,,,,,,0.523,http://localhost:7456/assets/prefabs_sub/import/76/762e2cb3-f7fb-4640-804f-3a8c2f4941d0.json
41.351,UpdateCounters,1,749,1232,41.71,,,,
41.351,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/76/762e2cb3-f7fb-4640-804f-3a8c2f4941d0.png
41.351,XHRLoad,,,,,,,0.582,http://localhost:7456/query-extname/cb72ae65-a0d6-45a2-9d33-8906930ef24a@6c48a
41.351,UpdateCounters,1,751,1233,41.71,,,,
41.351,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/cb/cb72ae65-a0d6-45a2-9d33-8906930ef24a@6c48a.json
41.352,XHRLoad,,,,,,,0.697,http://localhost:7456/query-extname/b58707d4-35ff-475f-95e8-5e8f7e51a402@6c48a
41.352,UpdateCounters,1,755,1233,41.71,,,,
41.353,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/b5/b58707d4-35ff-475f-95e8-5e8f7e51a402@6c48a.json
41.353,XHRLoad,,,,,,,1.126,http://localhost:7456/assets/prefabs_sub/import/29/290dbe13-3363-4eab-9a05-8c0eda8b10d9@6c48a.json
41.354,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/290dbe13-3363-4eab-9a05-8c0eda8b10d9
41.354,UpdateCounters,1,760,1233,41.73,,,,
41.355,XHRLoad,,,,,,,0.876,http://localhost:7456/assets/prefabs_sub/import/7a/7a87daeb-b53b-4c78-90b1-55baacbf0b6f@6c48a.json
41.355,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7a87daeb-b53b-4c78-90b1-55baacbf0b6f
41.356,UpdateCounters,1,761,1233,41.74,,,,
41.356,XHRLoad,,,,,,,1.227,http://localhost:7456/assets/prefabs_sub/import/94/945e379d-7ec4-44a5-86c4-fad785d2ba45@6c48a.json
41.357,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/945e379d-7ec4-44a5-86c4-fad785d2ba45
41.357,UpdateCounters,1,762,1233,41.74,,,,
41.362,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/d1/d18efee5-40e4-4f22-b6a2-55fa060174bb@6c48a.json
41.362,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/90/901d3acf-13ac-4a7a-86d5-24b6dca10afb@6c48a.json
41.362,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/76/766b781e-015b-43b8-8f24-7cc1c81309df@6c48a.json
41.363,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/eb/eb0f061f-3708-4fea-98ac-4f973efdf6d2.json
41.363,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/64/64636b97-25c8-44d8-9207-6e4924693977.json
41.363,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/12/12dafe4d-0706-4bc7-a42f-f21d192b4df1.json
41.363,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/b7/b7f6a5c5-324c-4ccf-8625-53245a2210da@f9941.json
41.363,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/0b/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7@f9941.json
41.363,UpdateCounters,1,794,1233,42.23,,,,
41.365,XHRLoad,,,,,,,1.799,http://localhost:7456/assets/prefabs_sub/import/e0/e06d64e7-8202-4855-9c75-e868fbf3e149@6c48a.json
41.366,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e06d64e7-8202-4855-9c75-e868fbf3e149
41.367,UpdateCounters,1,795,1233,42.24,,,,
41.368,XHRLoad,,,,,,,0.558,http://localhost:7456/query-extname/267e47bc-6f13-464f-b56d-3008da7de13c@6c48a
41.368,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/26/267e47bc-6f13-464f-b56d-3008da7de13c@6c48a.json
41.369,XHRLoad,,,,,,,0.127,http://localhost:7456/query-extname/9703c846-7069-4584-a8b2-0c4398d0d93e@6c48a
41.369,UpdateCounters,1,799,1233,42.24,,,,
41.369,XHRLoad,,,,,,,0.064,http://localhost:7456/query-extname/c04474d4-f062-4224-94d7-2d60365e2788@6c48a
41.370,XHRLoad,,,,,,,0.06,http://localhost:7456/query-extname/6e8cdf3e-d72c-4be2-b036-6ce1ec74c9dd@6c48a
41.370,XHRLoad,,,,,,,0.065,http://localhost:7456/query-extname/7c0b7fe2-20f8-4c5d-9328-8f3f5c43c361@6c48a
41.370,XHRLoad,,,,,,,0.083,http://localhost:7456/query-extname/c41be820-adec-4b68-b20f-b85c694f9191@6c48a
41.371,XHRLoad,,,,,,,0.078,http://localhost:7456/query-extname/760dc52b-b3d2-4d30-91a7-8f6a3cda02d3@6c48a
41.371,XHRLoad,,,,,,,0.089,http://localhost:7456/query-extname/86d618dc-bd01-4127-b667-7b838e6d6191@6c48a
41.371,XHRLoad,,,,,,,0.119,http://localhost:7456/query-extname/3439d8d2-7192-40fb-9e65-3b7a9d074055@6c48a
41.372,XHRLoad,,,,,,,0.169,http://localhost:7456/query-extname/63da92be-8f61-4191-9777-fc7770f4929f@6c48a
41.373,XHRLoad,,,,,,,1.572,http://localhost:7456/assets/prefabs_sub/import/e9/e9dc06a6-8195-4a00-818a-9501be8e7f54@6c48a.json
41.373,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e9dc06a6-8195-4a00-818a-9501be8e7f54
41.374,UpdateCounters,1,800,1233,42.26,,,,
41.375,XHRLoad,,,,,,,1.177,http://localhost:7456/assets/prefabs_sub/import/8c/8c5e2fe6-5b3f-45e1-b3b9-cb398ca4195f@6c48a.json
41.376,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/8c5e2fe6-5b3f-45e1-b3b9-cb398ca4195f
41.376,UpdateCounters,1,801,1233,42.27,,,,
41.377,XHRLoad,,,,,,,1.012,http://localhost:7456/assets/prefabs_sub/import/d1/d1161c36-4f4b-4710-84c1-a408fdfc4b30@6c48a.json
41.377,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/d1161c36-4f4b-4710-84c1-a408fdfc4b30
41.378,UpdateCounters,1,802,1233,42.28,,,,
41.378,XHRLoad,,,,,,,1.233,http://localhost:7456/assets/prefabs_sub/import/cb/cb72ae65-a0d6-45a2-9d33-8906930ef24a@6c48a.json
41.379,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/cb72ae65-a0d6-45a2-9d33-8906930ef24a
41.379,UpdateCounters,1,803,1233,42.29,,,,
41.380,XHRLoad,,,,,,,1.121,http://localhost:7456/assets/prefabs_sub/import/b5/b58707d4-35ff-475f-95e8-5e8f7e51a402@6c48a.json
41.381,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/b58707d4-35ff-475f-95e8-5e8f7e51a402
41.381,UpdateCounters,1,804,1233,42.30,,,,
41.382,XHRLoad,,,,,,,1.084,http://localhost:7456/query-extname/290dbe13-3363-4eab-9a05-8c0eda8b10d9
41.382,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/29/290dbe13-3363-4eab-9a05-8c0eda8b10d9.json
41.383,XHRLoad,,,,,,,0.574,http://localhost:7456/query-extname/7a87daeb-b53b-4c78-90b1-55baacbf0b6f
41.383,UpdateCounters,1,808,1233,42.30,,,,
41.384,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/7a/7a87daeb-b53b-4c78-90b1-55baacbf0b6f.json
41.384,XHRLoad,,,,,,,0.574,http://localhost:7456/query-extname/945e379d-7ec4-44a5-86c4-fad785d2ba45
41.384,UpdateCounters,1,812,1233,42.30,,,,
41.385,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/94/945e379d-7ec4-44a5-86c4-fad785d2ba45.json
41.385,UpdateCounters,1,816,1233,42.31,,,,
41.390,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/63/63da92be-8f61-4191-9777-fc7770f4929f@6c48a.json
41.391,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/34/3439d8d2-7192-40fb-9e65-3b7a9d074055@6c48a.json
41.391,UpdateCounters,1,824,1233,42.81,,,,
41.392,UpdateCounters,1,826,1233,42.81,,,,
41.393,XHRLoad,,,,,,,1.503,http://localhost:7456/assets/prefabs_sub/import/d1/d18efee5-40e4-4f22-b6a2-55fa060174bb@6c48a.json
41.393,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/d18efee5-40e4-4f22-b6a2-55fa060174bb
41.394,UpdateCounters,1,827,1233,42.82,,,,
41.395,XHRLoad,,,,,,,1.623,http://localhost:7456/assets/prefabs_sub/import/90/901d3acf-13ac-4a7a-86d5-24b6dca10afb@6c48a.json
41.396,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/901d3acf-13ac-4a7a-86d5-24b6dca10afb
41.397,UpdateCounters,1,828,1233,42.83,,,,
41.397,XHRLoad,,,,,,,1.183,http://localhost:7456/assets/prefabs_sub/import/76/766b781e-015b-43b8-8f24-7cc1c81309df@6c48a.json
41.398,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/766b781e-015b-43b8-8f24-7cc1c81309df
41.399,UpdateCounters,1,829,1233,42.84,,,,
41.399,XHRLoad,,,,,,,0.753,http://localhost:7456/assets/prefabs_sub/import/eb/eb0f061f-3708-4fea-98ac-4f973efdf6d2.json
41.400,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/eb/eb0f061f-3708-4fea-98ac-4f973efdf6d2.png
41.401,XHRLoad,,,,,,,0.553,http://localhost:7456/assets/prefabs_sub/import/12/12dafe4d-0706-4bc7-a42f-f21d192b4df1.json
41.401,UpdateCounters,1,831,1234,42.85,,,,
41.401,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/12/12dafe4d-0706-4bc7-a42f-f21d192b4df1.png
41.402,XHRLoad,,,,,,,0.612,http://localhost:7456/assets/prefabs_sub/import/64/64636b97-25c8-44d8-9207-6e4924693977.json
41.402,UpdateCounters,1,833,1235,42.86,,,,
41.402,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/64/64636b97-25c8-44d8-9207-6e4924693977.png
41.403,XHRLoad,,,,,,,1.09,http://localhost:7456/assets/prefabs_sub/import/b7/b7f6a5c5-324c-4ccf-8625-53245a2210da@f9941.json
41.403,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/b7f6a5c5-324c-4ccf-8625-53245a2210da@6c48a
41.404,UpdateCounters,1,836,1236,42.87,,,,
41.404,XHRLoad,,,,,,,1.167,http://localhost:7456/assets/prefabs_sub/import/0b/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7@f9941.json
41.405,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7@6c48a
41.405,UpdateCounters,1,837,1236,42.89,,,,
41.406,XHRLoad,,,,,,,2.049,http://localhost:7456/assets/prefabs_sub/import/26/267e47bc-6f13-464f-b56d-3008da7de13c@6c48a.json
41.407,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/267e47bc-6f13-464f-b56d-3008da7de13c
41.408,UpdateCounters,1,838,1236,42.90,,,,
41.410,XHRLoad,,,,,,,0.839,http://localhost:7456/query-extname/e06d64e7-8202-4855-9c75-e868fbf3e149
41.410,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/e0/e06d64e7-8202-4855-9c75-e868fbf3e149.json
41.411,XHRLoad,,,,,,,1.22,http://localhost:7456/query-extname/e9dc06a6-8195-4a00-818a-9501be8e7f54
41.411,UpdateCounters,1,842,1236,42.90,,,,
41.412,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/e9/e9dc06a6-8195-4a00-818a-9501be8e7f54.json
41.414,UpdateCounters,1,846,1236,42.91,,,,
41.419,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/86/86d618dc-bd01-4127-b667-7b838e6d6191@6c48a.json
41.419,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/76/760dc52b-b3d2-4d30-91a7-8f6a3cda02d3@6c48a.json
41.419,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/c4/c41be820-adec-4b68-b20f-b85c694f9191@6c48a.json
41.419,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/7c/7c0b7fe2-20f8-4c5d-9328-8f3f5c43c361@6c48a.json
41.419,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/6e/6e8cdf3e-d72c-4be2-b036-6ce1ec74c9dd@6c48a.json
41.420,UpdateCounters,1,866,1236,43.39,,,,
41.420,XHRLoad,,,,,,,0.205,http://localhost:7456/query-extname/8c5e2fe6-5b3f-45e1-b3b9-cb398ca4195f
41.421,XHRLoad,,,,,,,0.155,http://localhost:7456/query-extname/d1161c36-4f4b-4710-84c1-a408fdfc4b30
41.422,XHRLoad,,,,,,,0.218,http://localhost:7456/query-extname/cb72ae65-a0d6-45a2-9d33-8906930ef24a
41.423,XHRLoad,,,,,,,0.099,http://localhost:7456/query-extname/b58707d4-35ff-475f-95e8-5e8f7e51a402
41.423,XHRLoad,,,,,,,0.773,http://localhost:7456/assets/prefabs_sub/import/29/290dbe13-3363-4eab-9a05-8c0eda8b10d9.json
41.424,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/29/290dbe13-3363-4eab-9a05-8c0eda8b10d9.png
41.424,XHRLoad,,,,,,,0.505,http://localhost:7456/assets/prefabs_sub/import/7a/7a87daeb-b53b-4c78-90b1-55baacbf0b6f.json
41.425,UpdateCounters,1,868,1237,43.41,,,,
41.425,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/7a/7a87daeb-b53b-4c78-90b1-55baacbf0b6f.png
41.425,XHRLoad,,,,,,,0.513,http://localhost:7456/assets/prefabs_sub/import/94/945e379d-7ec4-44a5-86c4-fad785d2ba45.json
41.425,UpdateCounters,1,870,1238,43.41,,,,
41.426,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/94/945e379d-7ec4-44a5-86c4-fad785d2ba45.png
41.426,XHRLoad,,,,,,,0.957,http://localhost:7456/assets/prefabs_sub/import/63/63da92be-8f61-4191-9777-fc7770f4929f@6c48a.json
41.427,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/63da92be-8f61-4191-9777-fc7770f4929f
41.427,UpdateCounters,1,873,1239,43.42,,,,
41.428,XHRLoad,,,,,,,0.939,http://localhost:7456/assets/prefabs_sub/import/34/3439d8d2-7192-40fb-9e65-3b7a9d074055@6c48a.json
41.428,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/3439d8d2-7192-40fb-9e65-3b7a9d074055
41.429,UpdateCounters,1,874,1239,43.43,,,,
41.429,XHRLoad,,,,,,,0.579,http://localhost:7456/query-extname/d18efee5-40e4-4f22-b6a2-55fa060174bb
41.429,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/d1/d18efee5-40e4-4f22-b6a2-55fa060174bb.json
41.430,XHRLoad,,,,,,,0.693,http://localhost:7456/query-extname/901d3acf-13ac-4a7a-86d5-24b6dca10afb
41.430,UpdateCounters,1,878,1239,43.44,,,,
41.430,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/90/901d3acf-13ac-4a7a-86d5-24b6dca10afb.json
41.432,XHRLoad,,,,,,,0.192,http://localhost:7456/query-extname/766b781e-015b-43b8-8f24-7cc1c81309df
41.432,UpdateCounters,1,882,1239,43.44,,,,
41.434,UpdateCounters,1,884,1239,43.45,,,,
41.434,UpdateCounters,1,886,1239,43.45,,,,
41.434,UpdateCounters,1,888,1239,43.45,,,,
41.435,XHRLoad,,,,,,,0.608,http://localhost:7456/query-extname/b7f6a5c5-324c-4ccf-8625-53245a2210da@6c48a
41.435,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/b7/b7f6a5c5-324c-4ccf-8625-53245a2210da@6c48a.json
41.436,XHRLoad,,,,,,,0.574,http://localhost:7456/query-extname/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7@6c48a
41.436,UpdateCounters,1,892,1239,43.46,,,,
41.436,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/0b/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7@6c48a.json
41.436,XHRLoad,,,,,,,0.514,http://localhost:7456/query-extname/267e47bc-6f13-464f-b56d-3008da7de13c
41.436,UpdateCounters,1,896,1239,43.46,,,,
41.437,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/26/267e47bc-6f13-464f-b56d-3008da7de13c.json
41.438,XHRLoad,,,,,,,0.289,http://localhost:7456/assets/prefabs_sub/import/e0/e06d64e7-8202-4855-9c75-e868fbf3e149.json
41.438,UpdateCounters,1,900,1239,43.46,,,,
41.438,XHRLoad,,,,,,,0.221,http://localhost:7456/assets/prefabs_sub/import/e9/e9dc06a6-8195-4a00-818a-9501be8e7f54.json
41.443,UpdateCounters,1,904,1241,43.94,,,,
41.443,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/e9/e9dc06a6-8195-4a00-818a-9501be8e7f54.png
41.443,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/e0/e06d64e7-8202-4855-9c75-e868fbf3e149.png
41.444,XHRLoad,,,,,,,1.106,http://localhost:7456/assets/prefabs_sub/import/86/86d618dc-bd01-4127-b667-7b838e6d6191@6c48a.json
41.444,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/86d618dc-bd01-4127-b667-7b838e6d6191
41.445,UpdateCounters,1,905,1241,43.95,,,,
41.445,XHRLoad,,,,,,,1.027,http://localhost:7456/assets/prefabs_sub/import/76/760dc52b-b3d2-4d30-91a7-8f6a3cda02d3@6c48a.json
41.446,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/760dc52b-b3d2-4d30-91a7-8f6a3cda02d3
41.446,UpdateCounters,1,906,1241,43.96,,,,
41.447,XHRLoad,,,,,,,0.969,http://localhost:7456/assets/prefabs_sub/import/c4/c41be820-adec-4b68-b20f-b85c694f9191@6c48a.json
41.447,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/c41be820-adec-4b68-b20f-b85c694f9191
41.448,UpdateCounters,1,907,1241,43.97,,,,
41.449,XHRLoad,,,,,,,1.221,http://localhost:7456/assets/prefabs_sub/import/7c/7c0b7fe2-20f8-4c5d-9328-8f3f5c43c361@6c48a.json
41.449,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7c0b7fe2-20f8-4c5d-9328-8f3f5c43c361
41.450,UpdateCounters,1,908,1241,43.98,,,,
41.451,XHRLoad,,,,,,,1.075,http://localhost:7456/assets/prefabs_sub/import/6e/6e8cdf3e-d72c-4be2-b036-6ce1ec74c9dd@6c48a.json
41.452,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/6e8cdf3e-d72c-4be2-b036-6ce1ec74c9dd
41.452,UpdateCounters,1,909,1241,43.99,,,,
41.453,UpdateCounters,1,911,1241,43.99,,,,
41.453,UpdateCounters,1,913,1241,44.00,,,,
41.454,UpdateCounters,1,915,1241,44.00,,,,
41.454,XHRLoad,,,,,,,0.471,http://localhost:7456/assets/prefabs_sub/import/d1/d18efee5-40e4-4f22-b6a2-55fa060174bb.json
41.454,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/d1/d18efee5-40e4-4f22-b6a2-55fa060174bb.png
41.455,XHRLoad,,,,,,,0.591,http://localhost:7456/query-extname/63da92be-8f61-4191-9777-fc7770f4929f
41.455,UpdateCounters,1,917,1242,44.00,,,,
41.455,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/63/63da92be-8f61-4191-9777-fc7770f4929f.json
41.456,XHRLoad,,,,,,,0.499,http://localhost:7456/assets/prefabs_sub/import/90/901d3acf-13ac-4a7a-86d5-24b6dca10afb.json
41.456,UpdateCounters,1,921,1242,44.01,,,,
41.456,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/90/901d3acf-13ac-4a7a-86d5-24b6dca10afb.png
41.457,XHRLoad,,,,,,,0.605,http://localhost:7456/query-extname/3439d8d2-7192-40fb-9e65-3b7a9d074055
41.457,UpdateCounters,1,923,1243,44.01,,,,
41.458,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/34/3439d8d2-7192-40fb-9e65-3b7a9d074055.json
41.458,XHRLoad,,,,,,,0.925,http://localhost:7456/assets/prefabs_sub/import/b7/b7f6a5c5-324c-4ccf-8625-53245a2210da@6c48a.json
41.459,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/b7f6a5c5-324c-4ccf-8625-53245a2210da
41.459,UpdateCounters,1,928,1243,44.02,,,,
41.460,XHRLoad,,,,,,,0.896,http://localhost:7456/assets/prefabs_sub/import/0b/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7@6c48a.json
41.460,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7
